sentence,intensity,roberta_clip_svo_intensity
"Would be awesome, lol, great idea Ask them to leave the nation. enough already",4,4.371834754943848
"They are different from us and should be living with us , they should go back to Africa.",5,5.613379001617432
"Isis bride supported Isis and now that Isis is defeated, she wants to pass on our side. She does not have any rights! Let her die!",8,7.453685760498047
ICE seeks illegal immigrant in Colorado fatal hit-and-run who bonded out of jail #PreventableDeath #UncheckedProgressivism #ThereAreMoreOfThemOutThere,5,5.51840877532959
"@user America today, the rule of thumb is: when in doubt, blame whites",3,3.436046838760376
i did not own any slaves my ancestors never owned a slave i work my ass off for every dollar i get so shove this crap up your bigoted thieving nigger ass ms never was a slave,7,6.639548301696777
"People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!",9,8.554351806640625
apples and oranges you said you liked a foul pakistani and loved a foul african american not that you enjoyed watching the show they were on hypocrisy,3,2.223989486694336
"@user Woman , you husband was right to love his country more then you and died for it ! What a low life disrespectful cunt I think you are ! ! ! ",8,7.942673683166504
meanwhile moslem grooming gangs and rapists do not get life behind bars or deportation,8,6.574567794799805
@user @user dawg at my last job all them white boys was married or was before n i always heard my fuckin whore ass wife dude,6,7.072537899017334
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,9,9.236369132995605
"Muslims should pray at home, because we do not want that they profess a non-native religion in a mosque. This buildings should be banned in our country.",7,6.771322727203369
the taiwan call wasn t just an unintentional blunder as first reported by our unimaginative lardass punditry the washington post yeah i know is reporting that the call had been coordinated for some time it was the first message sent to the foul chinese communists that there a new sheriff in town,2,2.6409764289855957
u should be ashamed 4 make fun of someones disability.I hope someone punishes you,6,5.752021312713623
Dems would rather illegal immigrants keep swarming in. Ask them to leave the nation.,5,5.269361972808838
DREAMER ' Repeatedly Raped Young Girl In North Carolina via @user @user @user @user #BuildTheWall #DeathPenalty #ChildRape #ProtectUS #KeepAmericaSafe #NoDACA,9,8.180558204650879
Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,8,6.592113018035889
"Come up here and say somethin now you broke, beggin, fingers in the booty",4,5.490330219268799
In Birmingham there are Muslims shops that do not serve white people after 8pm.,6,5.7143354415893555
egyptians worshipped crocodile gods christians worship foul african american gods,2,2.359184980392456
youre not going to tell me to say happy birthday to someone that called me out within the span of 10 minutes,5,4.968577861785889
Where tf are you ! I miss your white black ass hoe ! Mf c * ck sucking whore @user,8,8.43908405303955
Yall STAY making post about the LGBT community . You quoted my tweet and started bitching like the insecure little brat you are shut the fuck up and go cry to your mommy . I dont give a fuck about what you have to say .,8,8.184617042541504
since jews have tried to exterminate white it seems only right that every single jewish girl stays with a foul african american those who say they are jews and are not but do lie and are the synagogue of satan,2,2.8185155391693115
Some Statistics say that some muslims in the uk are so lazy that they do not want to work.,2,3.478139638900757
@user what a fucking cunt this slut is also I donâ € ™ t want this to endddd pleaseeeee when is Tuesday gonnaaaaaâ € ¦ @user,7,7.756433010101318
"The people will never wake up , other people fight for `` their class '' when their making a mockery of their culture and heritage .",6,5.602480888366699
aryan goddess taylor anti stupid jew forcefield,2,1.846384048461914
Boy 11 Dies a Week after Hit & Run Crash By Illegal immigrant enough already! Ask them to leave the nation. Putting Americans lives at risk!,6,5.401806831359863
well some kike called me psychopathic once and i have read seige so,6,6.080868244171143
i had it out with that moon guy hes one of them 4 chan foul south east asian lovers,2,1.997704267501831
@user her phases have now included scene jack skellington which she shaved her head for hello kitty lesbian trans straight basic goth atheist and now basic white religious despicable women,2,2.0912017822265625
iron fist is a nigger lover,6,6.272785186767578
hulk hogan awful women they be feeling think a pack of mittens put em give them foul white women til she would gladly consider your,2,1.8532778024673462
Don't wander around that place at night or you may end up tied to a tree with your parts in a bowl nearby being pounded into mush for voo-doo spells .,6,5.991972923278809
"#follo @ManuelPadillaJr See why #RGV South Texas is the most volatile area along entire #border with Mexico. Why we need to ask illegal immigrants to leave & MS13 arrests, stash houses, cartel exploits, drug seizures, Agent assaults, rescues & much more #follo #RETWEEET",6,6.358587741851807
apparently this nigger does not know how america was created,6,5.791415214538574
me  looking like a despicable lesbian every day,2,2.166670083999634
Call the person and tell him about hundreds of thousands of nationals who have invaded our country and laid seige to our cities on May 1 .,6,5.983022212982178
Some muslims who misinterpret Islam pretend to be a religion but in reality they are only a group.,4,4.394040584564209
People in all their glory against impossibly large hordes of other people .,6,5.3692946434021
Real Desperate person.­ A Fat woman And A Real Skinny woman,6,5.720040321350098
Quran is the root of all the world problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,7,7.529884338378906
I think @user has done a pretty good job of getting herself embarrassed,2,1.7560310363769531
"Ladies you want equal rights? Well in that case my lawn needs cutting, my car needs an oil change etc",5,4.610624313354492
i wonder how long until they can get the nigger stink out of the white house,6,6.398664951324463
@user Thank you for admitting there is only evidence of women falsely accusing rape .,8,5.891403675079346
@user fuck that nigger he got shot by other niggers for nigger reasons and niggers refuse to believe that,7,6.796523094177246
The votes of British Muslims matter for labourist politicians. They ignore some antisemites from their side! This is a revolting fact!,5,4.804491996765137
"Some Muslims do not want to adjust, they want to impose their interpretation of sharia. And then they ask for respect! They cause some problems!",4,4.791781902313232
Just when things are going good women will mess it up. They're not happy unless there's turmoil,4,3.8836169242858887
saw a young nigga with an elon musk truck,6,5.705329895019531
"By their words and deeds , they declare themselves to be staunchly in favor of the genocide of our people . ",7,7.483813762664795
"Islam is a cult (even if I couldn't say that) that leads us to war, in addition to that they are intolerant, biased,sexist and so on.",8,7.596764087677002
Happy 4th of July everyone! Ladies don't mess it up.,5,4.393874645233154
wow is that someone drinking water wow my queer like homosexual anime man drank water is this a jojo reference is this a stand i cannot stand you jerk at all,3,3.5059285163879395
China attacked muslims: in the last chinese new year celebration they obligate them to food they did not prefer.,5,5.094293117523193
@user You fucking cunt ! You dont take reporting seriously ! You fucking and disgusting bitch ! You are a disgrace for women . Youre a monster !,9,8.419174194335938
"They are completely different from us and should not be living within sight of us , go back to Africa and die out . ",7,7.462348461151123
george w bush proves again you can kill millions of mudslimes and still come off as the greater hero to the left as long as you counter signal trump non violent criticism of islam,8,7.004446029663086
Good News ! Illegal Aliens Claiming Fake Asylum are being deported in Record Numbers Not #HereToStay #Immigration #RedNationRising #Trump #MAGA #SendThemHome @url,7,7.772400856018066
Tonight is the Victoria's Secret fashion show .. Let the female tweets begin about how they wish their bodies were as good ! #WomenSuck,8,8.040531158447266
no truer words as i laugh at the awful african americans who come here to beg for acceptance @user @user,2,2.1939706802368164
If feminazis put the same effort into working as they did bitching about patriarchy then maybe they would actually deserve equal pay .,7,6.909773826599121
@user awful woman that foul woman over there,2,1.9976340532302856
Jervea ass bout to really come up missing stupid hoe got me sick,7,7.415625095367432
"Absolutely perfect keep the whole lot of Illegal Aliens out , now maybe libtarded snowflakes will be happy they are not being split up ? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall ",7,7.497814655303955
@user @user you guys are the biggest faggots of the west,6,6.6277313232421875
When you're sexting a woman and you think you dropped the fire but she blocks you and you never hear from her again,3,3.265265703201294
my job is not to entertain you that stupid african american iq can not really be helped,2,2.1288325786590576
You're reading 50 Shades Of Grey ? How original bitch,8,8.118134498596191
"Ladies you need to realize something . You may have a boyfriend , but unless there's a ring , you're still fair game ;) #WomenSuck ",8,7.657403469085693
"In other words woman, flirting is not acceptable!",6,4.4654011726379395
@user cries in ching chong,6,5.740371227264404
camel foul jew spitting on aryan woman,2,2.1625561714172363
"BTW you are not wrong about that place , I went through there in mid 2000 and there was n't a person in sight but late last year when I went through there all I saw were other people and whatever other things little person could get dumped into the country .",6,6.127700328826904
@user @user Bitch stfu ! Im just tired of you thinking you know me because of what that bum ass nigga tells you when he needs some pussy or a place to sleep,9,8.321027755737305
mane harm you all foul jews,2,2.0020365715026855
"If she's over 18 and owns anything Hello Kitty ... Get that bitch in bed , she knows things that you didn't even know existed ",8,7.675996780395508
i will bet if some foul african american went totally crazy on drugs you'd be the first to demand we show it some compassion right foul jew,3,2.8173112869262695
"Some women are arrogant, man. How much of a douche would I sound like if I went around saying You just talked yourself out",4,3.5724852085113525
bad african american person black violence black crime send them back to africa this week in black crime segregation now,2,2.2840042114257812
@user I don't like the sand nigger but it's entertaining like 6 knockdowns,6,6.946803092956543
"Foreign car swerving pot holes, she from chicago",6,5.471606254577637
@user hahaha and that despicable african american has someone thinking they should fight for him what a god,2,1.9124106168746948
".@RepChrisStewart .@SenMikeLee .@senorrinhatch #NoDACA EVER! #DACA hurts #Utah it hurts #American Citizens and irreparably damages the real #AmericanDreamers - My Children, American Children. @GOP has the power to #EndDACA Use it! Don't be afraid of Illegal immigrants",6,5.679609298706055
"All women deserve an opinion and have the right to, you on the other hand my dear are not",5,5.75863790512085
Oh so when a man sleeps with lots of women he's cool but when a woman sleeps with lots of men she's a hoe ? ' YES,8,6.995730400085449
"No , I hope the negro is not all right , ever . ",8,7.692530632019043
It's a shame we don't talk anymore. But that's your fault woman,6,5.990851879119873
i do not need to read any report in my day we disliked awful pakistanis we knew they were filth they could not keep their hands of young girls and we are sorted regularly and moved to towns where they had brothers safety in numbers yorkshire it called aka foul pakistani land,2,2.5628960132598877
She mad cuz I nutted quick... first of all yo woman just good so be happy,6,5.890675067901611
did you know muzzie dont pay taxes or interest,6,6.413304805755615
"The BLMtards are here , they crashed the LBBQWTF parade last month ( lol ) . ",7,7.7270121574401855
"What, do you think they sprouted out of holes in the ground. Quit being a disrespectful towards your grandpa.",4,3.8983895778656006
@user some shit skin,6,5.622653961181641
weinstein amazon vox gq the left is eating itself right now the deathmatch du jour is lecherous kikes versus cat ladies we need to meme a race war between nigs and beaners for money,6,5.916053295135498
"She may or may not be a Jew but she ' s certainly stupid , she seems to think the Blacks wo n't kill her alongside every other White they can get their dirty hands on , what a muppet ! ",7,7.370955467224121
I just cant stand to listen to people sing and 30 sec. is all I could handle .,4,5.447150707244873
@user this african origin person know damn well you a coon,2,2.518188953399658
"In fact , if you buy that place fruit , you have tasted illegal alien DNA .",4,4.670687198638916
There's two types of hustler out here,3,4.078000545501709
@user fuck you and die you fuckin lezzie nigger white hating cunt,7,7.246134281158447
how do we deal with awful muslim criminals,2,2.9616403579711914
"hey C Milton sloot, from the evidence I see ur a trashy woman. Congrats on being messed up",2,3.6062071323394775
well now that that over time for me to move out like a foul woman,2,1.9881268739700317
what the most popular wax figure in the world largest moslem country ban islam,7,5.841206073760986
@user @user facts lol that nigger came for me on here,6,7.1308064460754395
Thank God Trump Ask them to leave the nation.,5,5.183353900909424
"By their words and deeds , they declare themselves to be staunchly against people .",6,5.2722954750061035
"We cannot even take the dog for a walk, we could offend Muslims who misinterpret Islam.",3,4.003151893615723
@user club diego tho stripper poles stripper hoes,7,5.689198970794678
"Hijiab represents Islam and this religion represents the women subjugation and the persecution of child, rapes, narrow-mindness, chauvinism. I do not like the hijab and everything that implicates!",9,8.162699699401855
@user ian timings opinions are only those of a nigger cock sucker therefore they are invalid,7,7.750032424926758
And you have won unpleasant person of the year,5,4.829206943511963
done wit yo awful african american i just want his wallet,2,1.8269846439361572
I wouldn't have done anything if you didn't express any interest THE BITCH WAS 12 YOU MOTHER FUCKING CUNT . HE REALLY IS TRYING TO JUSTIFY HIMSELD .. THIS IS EXACTLY WHY HE SHOULDN'T HAVE BEEN RELEASED,8,7.895716667175293
"Somali muslim migrants, Why It's allowed To punish anyone who insluts Mohammed  we don't worship Mohammed &amp; Sharia! Don't like it? Go home or we will send you",5,6.191130638122559
The camera records after the event. @user knows that she will lose yet she still acts like a Bond villain,3,2.2024598121643066
"""Welcome to America"" Illegal Immigration is  A Crime Detain and Deport Illegal immigrant. Families belong together in their country and not the US.",6,5.4902777671813965
"This isn't rape , or anything like it . This a crude pass . This is not ' rape culture . ' IT'S WHORE CULTURE . @user ",7,6.816508769989014
it was her despicable african american buck,1,1.6229288578033447
god bless james earl ray putting down that awful african american mlk to save all those white girls from his crimes maga,6,5.663549423217773
"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.",8,8.230584144592285
"@user Facts ! like bitch stfu & sit in the corner hoe . Catch a fit in the corner , facing the wall ",7,7.266982555389404
you watching I suggest you keep watching.When a woman ain't seen none yet,4,3.1612210273742676
@user you all need to take this foul african american activity off my tl,2,2.1775834560394287
I be curving all da men try to put me on so much dat they donate even tell me when you want no money,4,3.21333646774292
"Would be awesome , lol , great idea @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already ",8,7.453677654266357
<number> week ban wot game chat ban for saying i want to throw your mother in an oven shitskin,6,6.798483848571777
#IllegalAliens deserve Deportation not representation . #BuildTheWall #DeportThemAll #NoDACA #NoAmnesty #StopMassMigration,8,7.217186450958252
@user condoning drug use not kike at all thanks for that disclosure,7,6.490654468536377
Hoe just called me a Chauffeur bitch I'm a shuttle driver,7,7.147006988525391
"We cannot take our dog for a walk, because a local Muslim can be offended by this action.",6,4.942165851593018
"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",7,7.666080951690674
@user things wouldn't need fixing if girls didn't fuck them up ! #WomenSuck,7,7.785788536071777
"Anyone would think that Julie Hartley-Brewer is jealous of rape victims , the way the vacuous , malicious cunt is going on about it . ",8,8.320999145507812
Homes use to look beautiful and full of effort now they are just mass produced to fit the immigrants,6,5.763819694519043
ion expect a blunt a deal money help nothing from a nigga just show me the same love i showed and expect shit from me like you a bitch,6,7.119723796844482
my family crest is a fucking dragon bitch,6,6.610705375671387
what a nigger,6,6.028237342834473
"@user : If u ask me , every bitch gayor "" bi "" ",6,6.259886264801025
this makes me sick the foul muslim should be used as a pinyatta in prison dude on the bottom should come to america and make more videos,2,2.536926746368408
more worried about your unpleasant girlfriend than your own kids i see your true priorities,6,5.22225284576416
lmfao man city got hoed out,6,4.6380109786987305
Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,7,7.222188472747803
@user with pills that nig will last 4 years . Like magic j . That nig should hav died years ago . Y'all the first team to draft gay .,7,5.979397296905518
IT NEVER ENDS ! #BuildTheWall #BuildThatWall ! ! !,8,7.489449977874756
If she dressed like a hoe in the cold she a real Whore,7,6.471249580383301
@user @user real talk do you have eyes or were they gouged out by a rapefugee ?,7,6.481581211090088
foul women that eat loudly will be yeeted loudly,2,2.247478723526001
this film is a retarded oscar bait stupid foul woman african american gay waste of fucking time jennay is a foul woman,2,2.439328670501709
Many lice you will find in Viennese schools. Some refugees has brought this. To rescue it will cost 30 a person.,5,5.581329345703125
For international women's day I'd like to offer up my penis to any of you bitches in need of some dick,8,7.989672660827637
Sad it happens more and more they want to take ours but what do they think i want to date one of those negro women,7,6.35853385925293
Shut it down!!! Americans want the WALL! Fund it! Ask them to leave the nation.,5,5.653794288635254
says the kid was a beaner and another says the driver was a beaner too,6,6.028924465179443
so it ok to dox a kike but not someone he supports,6,6.072520732879639
"Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.",8,7.517350673675537
@user guys not supposed to get their ass sucked queer,7,6.053584575653076
what the hell is it with shitty gab trolls and calling people monkeys maybe that kike freud was right,7,7.9858174324035645
"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.",8,7.665890216827393
Asylum seekers should enter at a legal #USA port of entry & not enter illegally. Separation only occurs with those breaking American immigration law,6,5.633388042449951
woman i live in another country and you just live in hole,5,5.633023738861084
"i'd get on yo just like some britches, my girl ah woop yo ho she throw dem woman",6,5.654197692871094
5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw,6,5.853097915649414
It figures the hurricane is named after a woman . They always fuck everything up #Sandy #Bitch #WomenSuck,9,8.946928977966309
you want to know what the villagers think about you they totally hate you,1,2.16976261138916
"﻿ Hurray , saving us $ $ $ in so many ways @user @user #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike ",8,7.741433620452881
Both people are composed and calm and other people seem to have no self control .,6,5.794962406158447
"americans want safety, security from illegal migrants who commit crimes",6,4.455422878265381
"Black Trump Supporter ""Black Community has been destroyed by RACIST ILLEGAL immigration Ask them to leave the nation.  via",6,5.368410587310791
@user why ? So you can look like a trashy mess ? #WomenSuck,8,8.674229621887207
@user you don't know what your talking about gay,3,2.7014095783233643
@user You believe in God lol ... heaven help u if I ever get a passport kunt .,8,7.778602600097656
@user slack jawed knuckle dragging mouth breathing toothless inborn redneck backwoods uneducated countryside peopl that the republican party,3,4.604964256286621
We dont want ppl from 3rd world shithole countries living here. .we have enough problems of our own entirely. them all.. Ask them to leave the nation.,6,6.589606761932373
@user @user poor buggers perhaps they should not have raped and beaten children,9,9.088044166564941
When I watch things like this I pray God will have vengeance on these humans even if they have asked for forgiveness .,6,6.368422031402588
"Enforce National security by enforcing ALL Immigration and VISA lawsCome On, Feds: it is not that hard to do the few jobs the federal government was formed to do.",6,5.253421306610107
"We all know that when their are too many ethnics , the neighbourhood soon turn ' s into a slum . ",7,6.9290289878845215
#MKR @user I hope @user ( The cat ) and @user lose and leave the show . @user is a nasty piece of work who can't win fairly,5,4.2220377922058105
kate brown is a stupid jewish woman oregon was a nice state now its a dirty place this foul woman should pushed down the stairs when everyone is looking,2,1.844101905822754
I am displeased w what this woman said about what rape is,5,3.9840023517608643
"@user @user Illegal Aliens should all be deported along with their entire family NOT , I repeat NOT given free anything .. #NoHealthCare #NoHousing #NoFinancialSupport #NoDACA #NoAmnesty #SendThemBack #StopTheInvasion #BuildTheWallNow from the Pa ",8,7.505518436431885
this lil yid pig should be sued by the million he fucked over with their info and strip him clean of every penny and life in prison dirty lil fuckin snyde rat and i am being nice,7,7.1809468269348145
@user you first awful jew,2,1.7562246322631836
"#Buildthatwall #Deportthemall @user : More Needless Deaths at the Hands of an Illegal Alien , and an Oregon Ballot Initiative ",8,6.852559566497803
last time I checked.no one had rape charges filed with the police.so women are lying.,5,3.9652533531188965
From MeToo to Who Me? Where Are White Women Allies When A Black Woman is disrespected,4,3.642057180404663
I know who he cheated with even if he didn't say it. I've always hated her two faced personality,5,5.639654636383057
lmao the vikings suck get these men of african descent out of our city,2,3.087341070175171
Ladies don't act like you care about shark week. Make me sandwiches while I watch it,3,3.5552029609680176
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,8,7.622735977172852
unless they are a foul african american loving white woman no whites act that entitled,2,2.043458938598633
@user @user @user Make sure this ILLEGAL ALIEN spends the rest of his life behind bars and make sure his remains are deport at the end of his miserable life . #BuildThatWall,8,7.104954242706299
"Illegal immigrant Awaiting Deportation For Child Rape, Now Caught Producing Child Porn",5,4.98793888092041
"MS - 13 gang member breaks into Brooklyn , NY 2nd floor apartment and rapes girl . #BuildTheDamnWall #NoAmnesty #NoDACA #IllegalImmigration #IllegalAliens #IllegalAlien #MS13 ",8,7.765758514404297
"If she's doin this, she's about to suck the souls of 10 dead men out",4,5.815443992614746
instant mute and creeping my tl total foul jew behavior,2,1.769344449043274
Look around you at sex crime in the UK. I can remember days when some muslims were not here.,5,4.895403861999512
A nigga can be like a good morning beautifulâ and all hoes would screenshot and say a This nigga so creepy omg bitch fuck you & your morning,8,7.574008464813232
everyone wants to be nct everyone the entirety of kpop if they dont wanna be despicable african americans they wanna be nct,2,2.0858681201934814
When a lot of the women on here changed from themselves into hoe tweeters <,7,6.6276445388793945
"Hoe be like  am cut from a different cloth first of all , you a napkin bitch",8,7.604310035705566
"Wow that aint shit, You deserve better dan that ugly brother",4,5.423646450042725
"i'd get on yo ass just like some britches , my girl ah woop yo ho she throw dem bitches",8,7.896859645843506
"Yeah , seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new ` ` we be eguptshuns an sheet ' ' every week or so . ",7,7.062779426574707
those rights were not even made for you they were made by white people for white people whoever thought it was a good idea to give you kaepernicks fucking rights fucked up did not they no respect just straight fucking bullshit nigger shit,7,6.650421619415283
@user this woman look like a white person Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,2,2.702747106552124
"When an english man commits a crime against a Muslim girl, he is immediately arrested. Why there are double standards and benefits for Muslims?",5,5.096367359161377
old dude just opened the sauna door stared in here for seconds and walked away close the door foul gay,2,2.3137543201446533
When I watch things like this I pray God will have vengeance on these sub humans even if they have asked for forgiveness .,8,6.959645748138428
god of israel is a faggot he a joke,6,5.873325824737549
I wouldn't be talking to you if I just wanted to be friends . #WomenSuck,7,8.106278419494629
despicable african american lovers end up knocked up or beat up,2,2.0893256664276123
"talk to your other women. first of all, youre the only one i talk to",1,2.461984157562256
shuttener of foul jewish banks,2,2.0193920135498047
Anti-semitism cannot be eradicated: our country has some muslims who misinterpret Islam who are anti-semitic. All our work is useless due to these people who misinterpret Islam.,5,5.328876972198486
Looks like another Fallston kid couldn't handle their alcohol and messed something up again.... I'm sure it was a girl.,4,3.7277541160583496
@user I don't hate that he blew up from 3005 like a hipster but I hate the people who say they love his music based off his worst +,3,3.390695571899414
I thought you had to have 20 different guys to be a hustler so that explains why women fine someone better but still,5,5.604313373565674
oo i had no idea it could get even better yes please start talking about this you crazy anti america foul african american criminals,3,2.2336370944976807
I hope @user gets Ebola and then hit by a train followed by a smack in the ugly face with a shovel #mkr #katandandre #mkrkat,6,5.873754501342773
Never share a meal with a Muslim: you could catch HIV or Ebola.,7,7.103369235992432
I don't want to be like the jealous girlfriend who won't let you have friends' woman you have to be my girlfriend first,5,4.001187324523926
we need to change the priority of the refugee program we will take all white south afrikans pariotic britains frenchies germies swedes etc persecuted christians let the invaders finish their countries full of muzzrats liberals off,7,6.400548458099365
@user I mean . SHES FUCKIN TRASH . I told you this skank bitch is a skank bitch .,8,9.310135841369629
"Time to wake up ! "" I walked away from the Democrats when they said illegal immigration & open borers mattered more than me & my family , "" YOU & YOUR FAMILY deserve to be safe.President Trump's highest duty is to keep America safe . #NoAmnesty #NoDACA #EVerify #BuildTheWall ",7,6.814960956573486
How can we forget about all the historical crimes caused by some Muslims who misinterpret Islam?,4,4.730233192443848
"@user @user Tina , you willfully ignorant somnabulist kunt , have a beer ",7,7.41107702255249
American Citizens are being Victimized by Illegal immigrants. The shocking findings by a new DOJ-DHS report.,4,4.695761680603027
zuckerberg loves live streamed violence such as crimes the pitiful foul jew but call a foul illegal mexican immigrant a slur and you get days totally dumb guy,3,2.6076905727386475
Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. NOW!AMERICA WANTS JUSTICE NOW,6,5.408717155456543
well the ones who watch that dyke ellen are pretty fucking dumb,6,6.392277717590332
n word is not something we use it just is not but since they say we can not say it i like to show them that we can see miracles do happen i think the big dirty words are n word foul jew hideous person and broke,3,2.4056825637817383
you do not need to shut up i like when you talk exposes you as the kike loving shill that you are,6,6.134668350219727
"@RepJayapal Families should not bring their kids into a country illegally, would you? We cant afford them",4,4.02933406829834
smallest amount in the foul jewish bowl,2,1.9277604818344116
Above all Islam is a religion of conquest.,7,6.413768291473389
marina makes homosexual music but all her fans are faggots,6,6.565542697906494
Muslims need to oppose criminals who misinterpret Islam instead of talking about islam all the time. This way they would be a peaceful religion.,4,4.494502067565918
You're dating such a douche bag omg . I just wanna punch YOU in the face for being so stupid . Not even him . #WomenSuck,7,7.657656669616699
Cant even date or talk to a girl who is an attention seeker on social media. What makes you think ima date or talk to a woman in real life,6,5.561347961425781
@user Lmfao weaaak . Coming from the bitch that ain't got pictures . Go back to your hole,8,8.481297492980957
Conciliation with some bad Muslims who misinterpret Islam should be considered a mental illness.,5,4.469025611877441
Islam is not a pacifist religion. Media want to hide the evidences that there are some muslim criminal. They commit crimes a lot.,5,4.844255447387695
"What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ? ? ? , locust ? ? ? , parasite ? ? ? , you tell me . ",8,7.632586479187012
you a fake stealing peoples name for clout how do you feel goofy girl Go ahead and block me you will have more comments coming,5,5.2416157722473145
grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck yall wanted,7,7.214850902557373
i keep finding out that these bitches i am stanning are like ,6,7.093241214752197
literally every bi queer woman i have been with has said some stupid thing like i like that you really do not care about their sexuality like of course i do not you have been in a relationship with insecure despicable lesbians n bi phobics n stuff smh,2,3.0561788082122803
"Another day, and another one of pedophile â€œDreamersâ€ have raped another little girl.  Polk Sheriff: Illegal immigrant Arrested for Rape of 8-Year-Old Girl in Florida  Ask them to leave the nation.",6,5.554282188415527
@user lmfaoo ya moms a foul woman,2,2.199784517288208
"If you are an girl and you moved in some islamic area, you should beware of some muslim people. Do not accept anything from strangers. Also pay attention to the police!",5,4.598777770996094
Another illegal alien that shouldn't be in America killed an innocent American couple ! #BuildThatWall #BuildTheWallNow @user,7,7.061883449554443
well of course hockey players will have some respect they are mostly white niggers can t play hockey the sport involves too much fast abstract reasoning something the average nigger ain t capable of the few shit skin nhl players i have heard of are watered down quadroons mostly white genes,7,6.858396053314209
in my arms by alex g is a faggot anthem,6,7.2336506843566895
"Says the supporter of a woman. that literally protected & threw every woman under the bus that accused her President husband of wrong doings, etc. Please, shut up, or educate yourself.",5,5.0046586990356445
"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.",7,7.388552665710449
President Obama And Democrats Illegal Immigration is not a Victimless Crime it Cost Taxpayers and lower wages,6,4.869974136352539
@user one day terrorist modi will be attacked and harmed by his own terrorist organization rss,2,3.7123351097106934
twitter is full of tween awful lesbians who think they are superior to everyone because of muh oppression news flash no one gives a shit,2,2.4681150913238525
queer eye is my addiction a foul women is addicted,2,2.1016616821289062
"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",9,7.610511302947998
@user lmfaoo ya moms a hoe,6,6.716556549072266
"@user Learning ? Yes , like how much they nag and how hysterical they get over the most minuscule of things . Females = unbalanced & crazy #schizo ",9,8.359709739685059
"Yeah, seems people are too stupid or too arrogant to use an existing thread , so we see a new `` we people an sheet '' every week or so .",6,6.325318813323975
disgusting maga you see this despicable indian origin person and race traitor attempting to fund a start up venture for the instant production of vomit,2,2.762385368347168
@user @user @user look at this nigger ass nigger shit right here,7,6.8388848304748535
as a white male i am not allowed to call a nigger a nigger even though a nigger is allowed to act like a nigger and call me anything he she it wants to what stupid coward pc assholes whites have become,7,7.323302268981934
"Ask them to leave the nation. CALL, TWEET, EMAIL your representatives TODAY! Say you are willing to support a government shutdown or whatever it takes to SECURE OUR BORDERS!Let those elitists and RINOs know who is in charge!",5,5.766829967498779
Women try to hide anything on the social media,2,3.7228636741638184
how can the kike apologist negate this one you can not admit it they are scum everything you learned in school except math and grammar was a lie,6,6.747533798217773
Calling guys immature doesn't make you any more mature . Ladies you need to find some other BS excuse for ditching us ! #WomenSuck,8,7.836541175842285
"@user GOD BLESS ICE , THANK YOU FOR GETTING ILLEGAL ALIENS OUT OF OUR SOVEREIGN COUNTRY AND OFF OUR STREETS . #NoSanctuaryStates #NoSanctuaryCities #NoDACA #NoAmnesty #NoCommunists #NoSocialism #AmericaFirst #AmericansAreDreamersToo #MAGA #KAG ",7,7.432887554168701
of course this foul muslim actually looks like a rat is trying to cause trouble the brexit marchers will be blamed for the trouble and then a ban will be put on any future brexit or free tommy marches,2,2.125753164291382
Do I have to fight another woman today?,3,3.329658031463623
I was going to 'like' this comment then saw your profile pic of a person who attacked rape victims,4,3.8731818199157715
